0	1	full_name	_all	keyword	country_code	name	place_type	average	delta	standard_error
-112.0886265	33.834852	Anthem, AZ	1338.0	1.0	US	Anthem	city	0.000747384155456	-0.0224151906773	0.00411222156362
-90.347912	38.6178525	Brentwood, MO	1632.0	3.0	US	Brentwood	city	0.00183823529412	-0.0213243395387	0.00372344107726
-86.7779855	35.9952715	Brentwood, TN	1516.0	3.0	US	Brentwood	city	0.00197889182058	-0.0211836830122	0.00386326911547
-76.7022175	39.4500885	Mays Chapel, MD	1096.0	3.0	US	Mays Chapel	city	0.00273722627737	-0.0204253485554	0.00454359157671
-87.592685	33.2707	Northport, AL	1383.0	4.0	US	Northport	city	0.00289226319595	-0.0202703116368	0.00404476666243
-114.330424	48.2074385	Kalispell, MT	991.0	3.0	US	Kalispell	city	0.00302724520686	-0.0201353296259	0.00477823753547
-95.370419	35.732579	Muskogee, OK	990.0	3.0	US	Muskogee	city	0.0030303030303	-0.0201322718025	0.00478065017765
-121.058188	39.215572	Grass Valley, CA	2505.0	8.0	US	Grass Valley	city	0.00319361277445	-0.0199689620583	0.00300538903596
-88.8216885	33.456504	Starkville, MS	1702.0	6.0	US	Starkville	city	0.00352526439483	-0.019637310438	0.00364606817509
-80.428864	37.229291	Blacksburg, VA	1356.0	5.0	US	Blacksburg	city	0.00368731563422	-0.0194752591986	0.00408483687567
-73.3425245	41.144642	Westport, CT	935.0	4.0	US	Westport	city	0.00427807486631	-0.0188844999665	0.00491924844917
-81.529538	28.7107455	Apopka, FL	1319.0	6.0	US	Apopka	city	0.00454890068234	-0.0186136741504	0.0041417336362
-111.2978705	47.493836	Great Falls, MT	1017.0	5.0	US	Great Falls	city	0.00491642084562	-0.0182461539872	0.00471676333952
-83.577599	35.7992495	Pigeon Forge, TN	1004.0	5.0	US	Pigeon Forge	city	0.00498007968127	-0.0181824951515	0.00474720193955
-122.295229	37.5162205	Belmont, CA	953.0	5.0	US	Belmont	city	0.00524658971668	-0.0179159851161	0.00487257028642
-83.1433925	40.0408125	Hilliard, OH	1461.0	8.0	US	Hilliard	city	0.00547570157426	-0.0176868732585	0.00393531458239
-88.113245	41.85174	Wheaton, IL	1253.0	7.0	US	Wheaton	city	0.00558659217877	-0.017575982654	0.0042494138331
-81.2441895	33.985452	Lexington, SC	1784.0	10.0	US	Lexington	city	0.00560538116592	-0.0175571936669	0.00356128834008
-92.6593535	30.8146225	Oakdale, LA	1575.0	9.0	US	Oakdale	city	0.00571428571429	-0.0174482891185	0.00379021882016
-111.671789	40.2486455	Provo, UT	2651.0	16.0	US	Provo	city	0.00603545831762	-0.0171271165152	0.00292145834874
-122.1746685	37.4619215	Menlo Park, CA	1477.0	9.0	US	Menlo Park	city	0.00609343263372	-0.0170691421991	0.00391394136484
-70.778783	43.0561145	Portsmouth, NH	963.0	6.0	US	Portsmouth	city	0.00623052959502	-0.0169320452378	0.0048472053547
-71.2136825	42.3253925	Newton, MA	1921.0	12.0	US	Newton	city	0.00624674648621	-0.0169158283466	0.0034319494341
-84.4149105	39.3352155	West Chester, OH	1274.0	8.0	US	West Chester	city	0.00627943485086	-0.0168831399819	0.00421424566566
-94.2187445	36.3739955	Bentonville, AR	927.0	6.0	US	Bentonville	city	0.00647249190939	-0.0166900829234	0.00494042938007
-79.1417925	33.442005	Pawleys Island, SC	923.0	6.0	US	Pawleys Island	city	0.00650054171181	-0.016662033121	0.00495112296267
-105.017146	39.64596	Sheridan, CO	3815.0	25.0	US	Sheridan	city	0.00655307994758	-0.0166094948852	0.00243532704454
-117.6887695	33.469634	Dana Point, CA	1068.0	7.0	US	Dana Point	city	0.0065543071161	-0.0166082677167	0.00460276642509
-90.696841	35.828626	Jonesboro, AR	1668.0	11.0	US	Jonesboro	city	0.00659472422062	-0.0165678506122	0.00368304088273
-90.4419605	38.668105	Creve Coeur, MO	1182.0	8.0	US	Creve Coeur	city	0.00676818950931	-0.0163943853235	0.0043751789869
-92.9238085	44.9054195	Woodbury, MN	1024.0	7.0	US	Woodbury	city	0.0068359375	-0.0163266373328	0.00470061394343
-77.301913	38.8526005	Fairfax, VA	1602.0	11.0	US	Fairfax	city	0.00686641697878	-0.016296157854	0.0037581430489
-104.976767	39.5347935	Highlands Ranch, CO	2589.0	18.0	US	Highlands Ranch	city	0.00695249130939	-0.0162100835234	0.00295623216238
-77.2038845	38.9374855	McLean, VA	2440.0	17.0	US	McLean	city	0.00696721311475	-0.016195361718	0.00304515672696
-81.520527	28.380843	Lake Buena Vista, FL	1004.0	7.0	US	Lake Buena Vista	city	0.00697211155378	-0.016190463279	0.00474720193955
-93.461096	44.9349355	Minnetonka, MN	1286.0	9.0	US	Minnetonka	city	0.00699844479005	-0.0161641300427	0.00419453747192
-77.3918265	37.208034	Petersburg, VA	995.0	7.0	US	Petersburg	city	0.0070351758794	-0.0161273989534	0.0047686233657
-82.319862	34.881923	Wade Hampton, SC	980.0	7.0	US	Wade Hampton	city	0.00714285714286	-0.0160197176899	0.00480497934332
-81.8409045	41.1525105	Medina, OH	1678.0	12.0	US	Medina	city	0.00715137067938	-0.0160112041534	0.00367204998719
-85.8412245	41.5728005	Goshen, IN	976.0	7.0	US	Goshen	city	0.00717213114754	-0.0159904436852	0.00481481554469
-113.5777655	37.0855815	St George, UT	2207.0	16.0	US	St George	city	0.00724966017218	-0.0159129146606	0.0032018677971
-84.86635	35.193336	Cleveland, TN	1492.0	11.0	US	Cleveland	city	0.0073726541555	-0.0157899206773	0.00389421702613
-96.9655845	32.4757815	Midlothian, TX	1069.0	8.0	US	Midlothian	city	0.00748362956034	-0.0156789452724	0.00460061308396
-78.9339315	34.952291	Hope Mills, NC	933.0	7.0	US	Hope Mills	city	0.0075026795284	-0.0156598953044	0.00492451813301
-74.0910375	40.8211885	East Rutherford, NJ	1459.0	11.0	US	East Rutherford	city	0.00753941055517	-0.0156231642776	0.00393801092706
-84.412759	42.711251	Okemos, MI	1325.0	10.0	US	Okemos	city	0.00754716981132	-0.0156154050215	0.00413234548592
-94.4982285	37.096519	Joplin, MO	1834.0	14.0	US	Joplin	city	0.00763358778626	-0.0155289870465	0.0035124075107
-111.082929	45.68785	Bozeman, MT	1043.0	8.0	US	Bozeman	city	0.00767018216683	-0.015492392666	0.00465760236484
-77.5979445	35.2754815	Kinston, NC	1678.0	13.0	US	Kinston	city	0.007747318236	-0.0154152565968	0.00367204998719
-84.2801945	34.073344	Alpharetta, GA	3076.0	24.0	US	Alpharetta	city	0.00780234070221	-0.0153602341306	0.00271213558673
-80.574214	40.407772	Weirton, WV	1021.0	8.0	US	Weirton	city	0.00783545543585	-0.0153271193969	0.00470751477506
-76.4129635	39.3465755	Middle River, MD	1147.0	9.0	US	Middle River	city	0.00784655623365	-0.0153160185991	0.00444143032876
-82.627935	34.529189	Anderson, SC	1348.0	11.0	US	Anderson	city	0.00816023738872	-0.0150023374441	0.00409694012256
-84.3027665	39.34583	Mason, OH	1833.0	15.0	US	Mason	city	0.00818330605565	-0.0149792687771	0.00351336548358
-88.393439	44.2782425	Appleton, WI	964.0	8.0	US	Appleton	city	0.00829875518672	-0.0148638196461	0.00484469059171
-75.0500865	39.9602435	Pennsauken, NJ	964.0	8.0	US	Pennsauken	city	0.00829875518672	-0.0148638196461	0.00484469059171
-81.8231765	26.622149	Fort Myers, FL	3004.0	25.0	US	Fort Myers	city	0.00832223701731	-0.0148403378155	0.00274444542286
-78.1693615	39.167891	Winchester, VA	1316.0	11.0	US	Winchester	city	0.00835866261398	-0.0148039122188	0.00414645176983
-77.425155	38.8787075	Chantilly, VA	2019.0	17.0	US	Chantilly	city	0.00842000990589	-0.0147425649269	0.00334762192322
-73.972455	40.8483335	Fort Lee, NJ	950.0	8.0	US	Fort Lee	city	0.00842105263158	-0.0147415222012	0.00488025775418
-70.363531	41.6677365	Barnstable Town, MA	1173.0	10.0	US	Barnstable Town	city	0.00852514919011	-0.0146374256427	0.00439193148847
-90.5812485	38.651687	Chesterfield, MO	1161.0	10.0	US	Chesterfield	city	0.00861326442722	-0.0145493104056	0.00441457046057
-77.357365	37.6233055	Mechanicsville, VA	1044.0	9.0	US	Mechanicsville	city	0.00862068965517	-0.0145418851776	0.00465537117795
-82.3882145	36.3447405	Johnson City, TN	1968.0	17.0	US	Johnson City	city	0.00863821138211	-0.0145243634507	0.00339072068567
-81.33066	35.7292895	Hickory, NC	1041.0	9.0	US	Hickory	city	0.00864553314121	-0.0145170416916	0.00466207437966
-86.4355085	36.965671	Bowling Green, KY	3447.0	30.0	US	Bowling Green	city	0.00870322019147	-0.0144593546413	0.00256202829108
-81.940298	34.9499645	Spartanburg, SC	3561.0	31.0	US	Spartanburg	city	0.00870541982589	-0.0144571550069	0.00252068499402
-83.7560925	42.5548935	Brighton, MI	916.0	8.0	US	Brighton	city	0.00873362445415	-0.0144289503786	0.00497000500381
-73.9169915	41.6932325	Poughkeepsie, NY	1363.0	12.0	US	Poughkeepsie	city	0.00880410858401	-0.0143584662488	0.00407433406375
-82.5225815	36.512493	Kingsport, TN	1019.0	9.0	US	Kingsport	city	0.00883218842002	-0.0143303864128	0.0047121322502
-98.731789	29.7827985	Boerne, TX	1469.0	13.0	US	Boerne	city	0.00884955752212	-0.0143130173107	0.00392458432497
-79.02602	35.9194415	Chapel Hill, NC	2598.0	23.0	US	Chapel Hill	city	0.00885296381832	-0.0143096110145	0.00295110722556
